FID IID mass
8N72633 8N72633 NA
8N72633 8N72633 31
8N72633 8N72633 30.5
8N72639 8N72639 31.4
8N72642 8N72642 31.4
8N72655 8N72655 32.6
8N72655 8N72655 29.1
8N72658 8N72658 33.5
8N72658 8N72658 30.5
8N72660 8N72660 30.8
8N72660 8N72660 31
8N72660 8N72660 32.8
8N72663 8N72663 28.6
8N72663 8N72663 NA
8N72664 8N72664 30.9
8N72664 8N72664 29.2
8N72664 8N72664 29.4
8N72664 8N72664 30.8
8N72664 8N72664 28
8N72664 8N72664 29.5
8N72664 8N72664 29.2
8N72665 8N72665 29.6
8N72665 8N72665 29.3
8N72665 8N72665 30.1
8N72668 8N72668 29.5
8N72669 8N72669 32.1
8N72670 8N72670 36.6
8N72672 8N72672 35.9
8N72672 8N72672 NA
8N72673 8N72673 35.3
8N72673 8N72673 NA
8N72674 8N72674 34.1
8N72674 8N72674 NA
8N72675 8N72675 28.5
8N72676 8N72676 31
8N72676 8N72676 33.3
8N72676 8N72676 NA
8N72677 8N72677 32.5
8N72677 8N72677 NA
8N72678 8N72678 28.6
8N72678 8N72678 28.6
8N72678 8N72678 27.3
8N72678 8N72678 27.3
8N72678 8N72678 27.6
8N72679 8N72679 29.5
8N72679 8N72679 29.6
8N72680 8N72680 30.4
8N72680 8N72680 30.4
8N72680 8N72680 30.5
8N72680 8N72680 29.3
8N72680 8N72680 29.3
8N72681 8N72681 32.5
8N72681 8N72681 32.5
8N72681 8N72681 NA
8N72682 8N72682 28.5
8N72682 8N72682 28.5
8N72683 8N72683 32
8N72683 8N72683 NA
8N72684 8N72684 31
8N72684 8N72684 31
8N72684 8N72684 31.8
8N72684 8N72684 31.1
8N72685 8N72685 30
8N72686 8N72686 31.4
8N72686 8N72686 31.4
8N72686 8N72686 NA
8N72687 8N72687 29.9
8N72687 8N72687 29.9
8N72688 8N72688 30.5
8N72689 8N72689 31.5
8N72689 8N72689 31.1
8N72689 8N72689 NA
8N72690 8N72690 30.9
8N72690 8N72690 NA
8N72691 8N72691 30.3
8N72691 8N72691 NA
8N72692 8N72692 29.5
8N72692 8N72692 29.2
8N72693 8N72693 29.2
8N72693 8N72693 NA
8N72694 8N72694 30.6
8N72694 8N72694 NA
8N72694 8N72694 29
8N72694 8N72694 NA
8N72695 8N72695 28.7
8N72695 8N72695 NA
8N72695 8N72695 NA
8N72696 8N72696 30.5
8N72696 8N72696 NA
8N72696 8N72696 NA
8N72697 8N72697 32
8N72697 8N72697 NA
8N72698 8N72698 29.9
8N72698 8N72698 NA
8N72698 8N72698 NA
8N72699 8N72699 30.1
8N72699 8N72699 NA
8N72699 8N72699 29.6
8N72699 8N72699 29.3
8N72699 8N72699 NA
8N72700 8N72700 29.4
8N72700 8N72700 NA
8N72716 8N72716 33.3
8N72716 8N72716 30.6
8N72717 8N72717 31.7
8N72717 8N72717 30
8N72717 8N72717 31.6
8N72717 8N72717 33.1
8N72717 8N72717 NA
8N72717 8N72717 31
8N72719 8N72719 28.9
8N72719 8N72719 30.1
8N72719 8N72719 28.7
8N72721 8N72721 29.5
8N72721 8N72721 32.4
8N72721 8N72721 NA
8N72724 8N72724 36.6
8N72724 8N72724 30.6
8N72734 8N72734 30.8
8N72734 8N72734 33.4
8N72734 8N72734 29.6
8N72736 8N72736 30.9
8N72737 8N72737 30.6
8N72738 8N72738 34.5
8N72743 8N72743 30.9
8N72746 8N72746 30.5
8N72746 8N72746 29.2
8N72777 8N72777 30.7
8N72777 8N72777 32.5
8N72777 8N72777 NA
8N72777 8N72777 32.4
8N72777 8N72777 30.5
8N72785 8N72785 31
8N72795 8N72795 30.6
8N72795 8N72795 30.1
8N72802 8N72802 31.8
8N72804 8N72804 33.2
8N72804 8N72804 32.5
8N72804 8N72804 NA
8N72804 8N72804 31.9
8N72804 8N72804 30.8
8N72804 8N72804 NA
8N72804 8N72804 31.8
8N72823 8N72823 29
8N72823 8N72823 28.5
8N72823 8N72823 29.3
8N72825 8N72825 31.5
8N72825 8N72825 31.1
8N72825 8N72825 33.4
8N72826 8N72826 30
8N72826 8N72826 29
8N72843 8N72843 33.4
8N72844 8N72844 30.3
8N72845 8N72845 30.1
8N72846 8N72846 33.3
8N72847 8N72847 30.6
8N72848 8N72848 36.3
8N72849 8N72849 30
8N72849 8N72849 NA
8N72849 8N72849 31.7
8N72850 8N72850 33.5
8N72850 8N72850 NA
8N72850 8N72850 29.7
8N72851 8N72851 NA
8N72851 8N72851 28.3
8N72852 8N72852 32.4
8N72852 8N72852 30.6
8N72853 8N72853 31.3
8N72854 8N72854 31.5
8N72855 8N72855 30.8
8N72855 8N72855 28.3
8N72856 8N72856 30.1
8N72856 8N72856 30.1
8N72857 8N72857 31.5
8N72857 8N72857 30.7
8N72857 8N72857 30.3
8N72858 8N72858 29.3
8N72858 8N72858 28.8
8N72859 8N72859 30
8N72859 8N72859 29.5
8N72860 8N72860 30.7
8N72860 8N72860 33
8N72860 8N72860 31
8N72860 8N72860 NA
8N72861 8N72861 32.9
8N72861 8N72861 30.8
8N72861 8N72861 32
8N72862 8N72862 32.4
8N72863 8N72863 29.3
8N72864 8N72864 29.5
8N72865 8N72865 32.6
8N72866 8N72866 29
8N72867 8N72867 30.5
8N72868 8N72868 32.4
8N72868 8N72868 30.2
8N72869 8N72869 31.5
8N72869 8N72869 31
8N72869 8N72869 28.9
8N72869 8N72869 29.8
8N72870 8N72870 36.2
8N72871 8N72871 31.8
8N72872 8N72872 34
8N72873 8N72873 31.3
8N72873 8N72873 30.1
8N72874 8N72874 29.5
8N72875 8N72875 31.4
8N72875 8N72875 29.6
8N72875 8N72875 32.7
8N72876 8N72876 35.9
8N72877 8N72877 30.7
8N72878 8N72878 33.1
8N72879 8N72879 31.5
8N72880 8N72880 29
8N72881 8N72881 29.3
8N72881 8N72881 28.3
8N72882 8N72882 34.2
8N72883 8N72883 32.7
8N72883 8N72883 29.2
8N72883 8N72883 27
8N72884 8N72884 32.9
8N72884 8N72884 28.3
8N72885 8N72885 34.8
8N72885 8N72885 33.7
8N72885 8N72885 29.3
8N72886 8N72886 33.8
8N72886 8N72886 30.8
8N72886 8N72886 27
8N72886 8N72886 30.8
8N72887 8N72887 32.3
8N72887 8N72887 29
8N72888 8N72888 34.1
8N72888 8N72888 30.1
8N72889 8N72889 36.3
8N72889 8N72889 31.7
8N72890 8N72890 34
8N72890 8N72890 29.8
8N72890 8N72890 29.7
8N72891 8N72891 33.4
8N72891 8N72891 31
8N72891 8N72891 32.8
8N72892 8N72892 26.6
8N72892 8N72892 25.2
8N72893 8N72893 31.6
8N72893 8N72893 31.2
8N72894 8N72894 29.8
8N72895 8N72895 33.7
8N72896 8N72896 30.8
8N72897 8N72897 30.6
8N72898 8N72898 33
8N72898 8N72898 33.2
8N72899 8N72899 31.4
8N72899 8N72899 32.2
8N72900 8N72900 31.5
8N72901 8N72901 32.6
8N72901 8N72901 31
8N72902 8N72902 31.4
8N72903 8N72903 NA
8N72903 8N72903 30
8N72903 8N72903 30.6
8N72904 8N72904 30.9
8N72904 8N72904 NA
8N72904 8N72904 29.9
8N72905 8N72905 28.9
8N72905 8N72905 28.9
8N72906 8N72906 27.7
8N72907 8N72907 30.6
8N72908 8N72908 34.4
8N72908 8N72908 33.3
8N72909 8N72909 30.1
8N72909 8N72909 29.9
8N72909 8N72909 28.8
8N72909 8N72909 29.2
8N72910 8N72910 31.8
8N72910 8N72910 32
8N72910 8N72910 32
8N72911 8N72911 29.5
8N72911 8N72911 30.4
8N72911 8N72911 29.8
8N72912 8N72912 30.1
8N72912 8N72912 31.2
8N72913 8N72913 27.2
8N72913 8N72913 28
8N72914 8N72914 30
8N72914 8N72914 30
8N72914 8N72914 29.6
8N72915 8N72915 28.5
8N72915 8N72915 28.5
8N72916 8N72916 29
8N72916 8N72916 30.2
8N72917 8N72917 27.8
8N72917 8N72917 27.8
8N72917 8N72917 28
8N72918 8N72918 29.9
8N72918 8N72918 NA
8N72919 8N72919 29.8
8N72920 8N72920 28.4
8N72921 8N72921 31.9
8N72922 8N72922 28.9
8N72922 8N72922 28.8
8N72923 8N72923 30
8N72924 8N72924 30.6
8N72924 8N72924 28.8
8N72924 8N72924 29.3
8N72926 8N72926 31
8N72927 8N72927 29.3
8N72928 8N72928 32.7
8N72929 8N72929 32.2
8N72930 8N72930 31.3
8N72931 8N72931 30.3
8N72932 8N72932 30.7
8N72933 8N72933 30
8N72934 8N72934 33.6
8N72935 8N72935 28.8
8N72936 8N72936 29.5
8N72937 8N72937 29.5
8N72938 8N72938 32.7
8N72939 8N72939 29.8
8N72940 8N72940 31.4
8N72941 8N72941 31.4
8N72942 8N72942 29.5
8N72942 8N72942 32
8N72943 8N72943 29.3
8N72943 8N72943 29.8
8N72943 8N72943 NA
8N72944 8N72944 31.7
8N72945 8N72945 31.1
8N72945 8N72945 33
8N72946 8N72946 32.7
8N72947 8N72947 29.5
8N72948 8N72948 33
8N72949 8N72949 30.6
8N72951 8N72951 29.1
8N72952 8N72952 32.5
8N72953 8N72953 30
8N72954 8N72954 30.8
8N72955 8N72955 32.5
8N72956 8N72956 31
8N72957 8N72957 34.2
8N72958 8N72958 32
8N72959 8N72959 30.5
8N72960 8N72960 31.3
8N72961 8N72961 32
8N72962 8N72962 30.9
8N72963 8N72963 29.1
8N72963 8N72963 29.6
8N72964 8N72964 32.5
8N72965 8N72965 35.8
8N72983 8N72983 33.5
8N72986 8N72986 26.7
8N72989 8N72989 30.1
8N73001 8N73001 31.5
8N73001 8N73001 32
8N73003 8N73003 34.4
8N73012 8N73012 31
8N73013 8N73013 29.5
8N73013 8N73013 NA
8N73025 8N73025 35.6
8N73025 8N73025 31.4
8N73031 8N73031 32.5
8N73031 8N73031 NA
8N73031 8N73031 NA
8N73048 8N73048 29.6
8N73050 8N73050 30.5
8N73052 8N73052 28.2
8N73052 8N73052 29.6
8N73055 8N73055 31.7
8N73055 8N73055 31.2
8N73055 8N73055 29.4
8N73057 8N73057 NA
8N73057 8N73057 31.1
8N73057 8N73057 30.4
8N73082 8N73082 30.8
8N73082 8N73082 30.9
8N73083 8N73083 32.1
8N73083 8N73083 31.9
8N73083 8N73083 31.9
8N73083 8N73083 32.2
8N73084 8N73084 30.2
8N73084 8N73084 31.7
8N73086 8N73086 30.6
8N73086 8N73086 31.7
8N73087 8N73087 31.8
8N73087 8N73087 30.5
8N73093 8N73093 37.2
8N73094 8N73094 30.9
8N73094 8N73094 NA
8N73094 8N73094 29.5
8N73094 8N73094 32.5
8N73097 8N73097 36
8N73097 8N73097 33.6
8N73101 8N73101 30.4
8N73102 8N73102 31.7
8N73103 8N73103 27.4
8N73104 8N73104 28.5
8N73104 8N73104 27.9
8N73105 8N73105 28.6
8N73106 8N73106 30.2
8N73106 8N73106 30.9
8N73106 8N73106 31.9
8N73106 8N73106 NA
8N73107 8N73107 28.8
8N73108 8N73108 29.8
8N73109 8N73109 29.2
8N73109 8N73109 33.9
8N73110 8N73110 31.5
8N73111 8N73111 29.4
8N73112 8N73112 30.5
8N73113 8N73113 34.7
8N73114 8N73114 32.4
8N73114 8N73114 29.8
8N73115 8N73115 34.8
8N73115 8N73115 30.7
8N73115 8N73115 31.3
8N73115 8N73115 31.1
8N73116 8N73116 28.4
8N73116 8N73116 25.2
8N73116 8N73116 25.6
8N73117 8N73117 32.4
8N73117 8N73117 28.1
8N73117 8N73117 29.6
8N73118 8N73118 31.3
8N73118 8N73118 29
8N73118 8N73118 30.3
8N73119 8N73119 31.7
8N73119 8N73119 28.6
8N73119 8N73119 29
8N73119 8N73119 30.1
8N73120 8N73120 30.7
8N73120 8N73120 27.4
8N73120 8N73120 28.8
8N73120 8N73120 30.2
8N73121 8N73121 33.4
8N73121 8N73121 30.7
8N73122 8N73122 30.9
8N73122 8N73122 28.9
8N73123 8N73123 31.7
8N73123 8N73123 30.5
8N73123 8N73123 32.6
8N73123 8N73123 30.7
8N73124 8N73124 28.7
8N73124 8N73124 27.8
8N73125 8N73125 30.5
8N73126 8N73126 29.6
8N73126 8N73126 28.6
8N73127 8N73127 31.7
8N73128 8N73128 32.9
8N73129 8N73129 32.5
8N73130 8N73130 33.1
8N73131 8N73131 31
8N73132 8N73132 29.4
8N73132 8N73132 29.4
8N73132 8N73132 30.8
8N73133 8N73133 30.2
8N73134 8N73134 29.4
8N73135 8N73135 30.7
8N73136 8N73136 29.6
8N73137 8N73137 30.5
8N73138 8N73138 31.5
8N73138 8N73138 32
8N73139 8N73139 29.9
8N73139 8N73139 28.9
8N73140 8N73140 29.4
8N73141 8N73141 30
8N73141 8N73141 28.6
8N73142 8N73142 25.9
8N73143 8N73143 27.1
8N73143 8N73143 28.3
8N73144 8N73144 29.8
8N73145 8N73145 29.8
8N73146 8N73146 28
8N73147 8N73147 28.5
8N73148 8N73148 29.4
8N73148 8N73148 29.8
8N73148 8N73148 29.5
8N73149 8N73149 31.4
8N73150 8N73150 33.4
8N73150 8N73150 NA
8N73150 8N73150 30
8N73150 8N73150 34.6
8N73151 8N73151 27.3
8N73151 8N73151 NA
8N73152 8N73152 27.8
8N73152 8N73152 29.4
8N73152 8N73152 28
8N73153 8N73153 32.2
8N73153 8N73153 NA
8N73154 8N73154 28.2
8N73155 8N73155 30.1
8N73155 8N73155 29.2
8N73156 8N73156 30.4
8N73157 8N73157 31.2
8N73157 8N73157 NA
8N73158 8N73158 34.6
8N73158 8N73158 NA
8N73159 8N73159 29.9
8N73159 8N73159 31.8
8N73159 8N73159 30
8N73160 8N73160 30.2
8N73161 8N73161 31.5
8N73161 8N73161 NA
8N73161 8N73161 32
8N73161 8N73161 30.1
8N73162 8N73162 31.7
8N73162 8N73162 NA
8N73163 8N73163 34.1
8N73163 8N73163 31.7
8N73163 8N73163 33.3
8N73164 8N73164 31.5
8N73164 8N73164 NA
8N73165 8N73165 29.9
8N73165 8N73165 NA
8N73165 8N73165 NA
8N73166 8N73166 33
8N73166 8N73166 30
8N73166 8N73166 32
8N73167 8N73167 32.7
8N73167 8N73167 NA
8N73168 8N73168 28.6
8N73169 8N73169 29
8N73169 8N73169 NA
8N73169 8N73169 28
8N73170 8N73170 29.1
8N73170 8N73170 NA
8N73170 8N73170 28.3
8N73171 8N73171 32.4
8N73172 8N73172 29.8
8N73172 8N73172 NA
8N73173 8N73173 34.6
8N73173 8N73173 NA
8N73174 8N73174 33.6
8N73174 8N73174 34.3
8N73175 8N73175 32.7
8N73175 8N73175 NA
8N73176 8N73176 29.2
8N73176 8N73176 NA
8N73177 8N73177 32.3
8N73177 8N73177 NA
8N73178 8N73178 31.3
8N73179 8N73179 32.5
8N73179 8N73179 29.3
8N73180 8N73180 29.1
8N73181 8N73181 30.5
8N73182 8N73182 29.5
8N73183 8N73183 30.9
8N73184 8N73184 33.5
8N73184 8N73184 30.5
8N73185 8N73185 34.2
8N73186 8N73186 31.9
8N73187 8N73187 30.1
8N73187 8N73187 29.3
8N73188 8N73188 31.2
8N73188 8N73188 28.9
8N73189 8N73189 32
8N73190 8N73190 30
8N73191 8N73191 30.4
8N73191 8N73191 29.5
8N73192 8N73192 30.4
8N73193 8N73193 30.9
8N73193 8N73193 28.9
8N73194 8N73194 32.7
8N73194 8N73194 31.6
8N73195 8N73195 32.5
8N73195 8N73195 31.8
8N73196 8N73196 30.4
8N73197 8N73197 29.5
8N73198 8N73198 28.7
8N73198 8N73198 28.2
8N73199 8N73199 31.6
8N73199 8N73199 31.6
8N73199 8N73199 33
8N73200 8N73200 32.7
8N73200 8N73200 NA
8N73201 8N73201 33.1
8N73208 8N73208 33
8N73209 8N73209 29.9
8N73209 8N73209 30
8N73210 8N73210 29.5
8N73211 8N73211 32.3
8N73212 8N73212 28.8
8N73213 8N73213 31.4
8N73214 8N73214 29
8N73214 8N73214 28.5
8N73215 8N73215 27.8
8N73216 8N73216 32.7
8N73217 8N73217 32.2
8N73217 8N73217 34.1
8N73218 8N73218 32.4
8N73219 8N73219 31.3
8N73219 8N73219 31
8N73220 8N73220 28.9
8N73220 8N73220 27.2
8N73220 8N73220 NA
8N73221 8N73221 31.5
8N73221 8N73221 34.2
8N73221 8N73221 34.5
8N73222 8N73222 27.2
8N73223 8N73223 33.6
8N73223 8N73223 31.5
8N73223 8N73223 31.1
8N73224 8N73224 31.8
8N73225 8N73225 32.2
8N73226 8N73226 30.8
8N73226 8N73226 29.4
8N73227 8N73227 32.5
8N73227 8N73227 30.9
8N73227 8N73227 30.4
8N73228 8N73228 30.5
8N73229 8N73229 31.7
8N73229 8N73229 31.5
8N73230 8N73230 34
8N73230 8N73230 34.2
8N73230 8N73230 34.2
8N73231 8N73231 30
8N73232 8N73232 34.5
8N73233 8N73233 34
8N73233 8N73233 34.6
8N73233 8N73233 34.3
8N73234 8N73234 27.2
8N73234 8N73234 28.9
8N73234 8N73234 29
8N73235 8N73235 32.5
8N73236 8N73236 32.9
8N73237 8N73237 31.5
8N73238 8N73238 33.7
8N73238 8N73238 NA
8N73238 8N73238 NA
8N73239 8N73239 33.3
8N73240 8N73240 32.5
8N73241 8N73241 35
8N73242 8N73242 31
8N73243 8N73243 33.5
8N73243 8N73243 31.3
8N73243 8N73243 NA
8N73243 8N73243 33.8
8N73244 8N73244 33
8N73244 8N73244 30.1
8N73244 8N73244 NA
8N73244 8N73244 34
8N73245 8N73245 33.7
8N73245 8N73245 31.2
8N73245 8N73245 NA
8N73245 8N73245 33.7
8N73246 8N73246 31.2
8N73246 8N73246 31.6
8N73246 8N73246 27.2
8N73247 8N73247 27.5
8N73248 8N73248 29.2
8N73249 8N73249 31
8N73250 8N73250 29.5
8N73250 8N73250 30.2
8N73250 8N73250 31.1
8N73250 8N73250 32.4
8N73252 8N73252 30.2
8N73291 8N73291 27.7
8N73299 8N73299 28.8
8N73299 8N73299 NA
8N73301 8N73301 29.4
8N73301 8N73301 27.3
8N73302 8N73302 30.9
8N73303 8N73303 29.5
8N73303 8N73303 29.4
8N73304 8N73304 32
8N73305 8N73305 33.6
8N73305 8N73305 29.3
8N73306 8N73306 29.7
8N73306 8N73306 25.7
8N73307 8N73307 32.3
8N73308 8N73308 30.9
8N73308 8N73308 28.7
8N73308 8N73308 31.8
8N73309 8N73309 31
8N73310 8N73310 34
8N73310 8N73310 29.6
8N73310 8N73310 28.8
8N73311 8N73311 29.5
8N73311 8N73311 27.5
8N73312 8N73312 30.2
8N73313 8N73313 34.4
8N73313 8N73313 31.3
8N73314 8N73314 30.8
8N73314 8N73314 28.8
8N73315 8N73315 28.4
8N73316 8N73316 32.4
8N73316 8N73316 32.2
8N73317 8N73317 32.5
8N73317 8N73317 34.3
8N73317 8N73317 33.9
8N73318 8N73318 27.9
8N73318 8N73318 NA
8N73319 8N73319 31.6
8N73319 8N73319 28
8N73319 8N73319 29.6
8N73320 8N73320 29.7
8N73320 8N73320 NA
8N73321 8N73321 29.3
8N73321 8N73321 29.4
8N73321 8N73321 30.3
8N73322 8N73322 30.2
8N73323 8N73323 28
8N73324 8N73324 28.6
8N73325 8N73325 31.8
8N73326 8N73326 27.7
8N73326 8N73326 NA
8N73327 8N73327 28.5
8N73327 8N73327 29.2
8N73327 8N73327 30.3
8N73328 8N73328 27.8
8N73328 8N73328 27.9
8N73329 8N73329 31
8N73329 8N73329 NA
8N73330 8N73330 31.7
8N73331 8N73331 31.5
8N73332 8N73332 30.5
8N73332 8N73332 32
8N73332 8N73332 29.4
8N73332 8N73332 30.6
8N73333 8N73333 30.7
8N73334 8N73334 29.1
8N73335 8N73335 28.7
8N73336 8N73336 29.3
8N73337 8N73337 31.3
8N73337 8N73337 30.7
8N73337 8N73337 NA
8N73338 8N73338 29.3
8N73338 8N73338 30
8N73338 8N73338 29.5
8N73338 8N73338 31.4
8N73339 8N73339 26.5
8N73340 8N73340 27.7
8N73340 8N73340 26.9
8N73341 8N73341 29.5
8N73341 8N73341 30.1
8N73341 8N73341 29
8N73342 8N73342 30.8
8N73343 8N73343 30.7
8N73344 8N73344 27.1
8N73344 8N73344 28.8
8N73344 8N73344 28.2
8N73344 8N73344 27.7
8N73345 8N73345 29.2
8N73345 8N73345 30.3
8N73345 8N73345 28.8
8N73346 8N73346 31.7
8N73346 8N73346 31.4
8N73346 8N73346 31.3
8N73347 8N73347 29.2
8N73347 8N73347 30.3
8N73347 8N73347 NA
8N73348 8N73348 31.2
8N73349 8N73349 27.8
8N73349 8N73349 30.3
8N73349 8N73349 27.1
8N73350 8N73350 30
8N73350 8N73350 31.2
8N73350 8N73350 NA
8N73351 8N73351 29.2
8N73352 8N73352 34.1
8N73353 8N73353 30.6
8N73354 8N73354 32.6
8N73354 8N73354 31.3
8N73355 8N73355 31.1
8N73356 8N73356 32.4
8N73356 8N73356 33.5
8N73356 8N73356 33.2
8N73357 8N73357 31.8
8N73357 8N73357 NA
8N73358 8N73358 28.9
8N73358 8N73358 NA
8N73370 8N73370 31.2
8N73383 8N73383 32
8N73383 8N73383 32.7
8N73402 8N73402 33.6
8N73402 8N73402 33.6
8N73402 8N73402 29.6
8N73404 8N73404 31.5
8N73404 8N73404 32.1
8N73404 8N73404 31.5
8N73404 8N73404 31.4
8N73406 8N73406 27.8
8N73406 8N73406 28.1
8N73406 8N73406 NA
8N73406 8N73406 27.8
8N73406 8N73406 28.3
8N73407 8N73407 NA
8N73407 8N73407 31.9
8N73407 8N73407 NA
8N73407 8N73407 31.6
8N73407 8N73407 35.1
8N73409 8N73409 30.7
8N73409 8N73409 NA
8N73409 8N73409 NA
8N73409 8N73409 25.1
8N73420 8N73420 31.9
8N73420 8N73420 NA
8N73420 8N73420 30.5
8N73420 8N73420 30.5
8N73423 8N73423 33.7
8N73423 8N73423 NA
8N73425 8N73425 34.7
8N73425 8N73425 32.6
8N73425 8N73425 32.2
8N73430 8N73430 32
8N73430 8N73430 NA
8N73431 8N73431 31
8N73431 8N73431 31.3
8N73431 8N73431 31.5
8N73432 8N73432 28
8N73432 8N73432 NA
8N73432 8N73432 28.5
8N73432 8N73432 NA
8N73433 8N73433 30
8N73433 8N73433 NA
8N73433 8N73433 NA
8N73434 8N73434 30.6
8N73434 8N73434 NA
8N73434 8N73434 NA
8N73435 8N73435 29.2
8N73436 8N73436 29
8N73436 8N73436 NA
8N73436 8N73436 NA
8N73437 8N73437 31
8N73437 8N73437 NA
8N73437 8N73437 NA
8N73438 8N73438 29.6
8N73438 8N73438 NA
8N73439 8N73439 30
8N73439 8N73439 NA
8N73440 8N73440 33.2
8N73440 8N73440 NA
8N73441 8N73441 29.5
8N73441 8N73441 NA
8N73442 8N73442 28
8N73443 8N73443 31.2
8N73443 8N73443 30.8
8N73443 8N73443 NA
8N73444 8N73444 28.5
8N73444 8N73444 28.9
8N73444 8N73444 29.9
8N73444 8N73444 29.6
8N73445 8N73445 30.2
8N73445 8N73445 30
8N73445 8N73445 29.6
8N73446 8N73446 31.9
8N73446 8N73446 35.4
8N73446 8N73446 NA
8N73447 8N73447 31.6
8N73447 8N73447 32.2
8N73447 8N73447 NA
8N73448 8N73448 32.6
8N73448 8N73448 32.6
8N73448 8N73448 NA
8N73449 8N73449 31.8
8N73449 8N73449 29.9
8N73449 8N73449 NA
8N73450 8N73450 29.1
8N73450 8N73450 29.1
8N73450 8N73450 29
8N73451 8N73451 31.2
8N73452 8N73452 30
8N73452 8N73452 30
8N73452 8N73452 NA
8N73453 8N73453 29.2
8N73453 8N73453 29.2
8N73453 8N73453 NA
8N73454 8N73454 27.8
8N73454 8N73454 27.4
8N73454 8N73454 30
8N73454 8N73454 29.6
8N73455 8N73455 28
8N73456 8N73456 28.9
8N73457 8N73457 29
8N73457 8N73457 NA
8N73458 8N73458 32.1
8N73458 8N73458 32.1
8N73458 8N73458 NA
8N73459 8N73459 28.3
8N73459 8N73459 28.9
8N73459 8N73459 29.5
8N73460 8N73460 27.5
8N73460 8N73460 27.4
8N73460 8N73460 27.4
8N73460 8N73460 27.2
8N73461 8N73461 28.3
8N73462 8N73462 29.5
8N73463 8N73463 30
8N73464 8N73464 29
8N73464 8N73464 29.5
8N73465 8N73465 34.3
8N73465 8N73465 NA
8N73466 8N73466 31
8N73466 8N73466 NA
8N73467 8N73467 31.5
8N73467 8N73467 NA
8N73468 8N73468 32.1
8N73468 8N73468 NA
8N73469 8N73469 31.4
8N73469 8N73469 29.8
8N73470 8N73470 30.9
8N73470 8N73470 30.9
8N73470 8N73470 NA
8N73471 8N73471 30.6
8N73471 8N73471 NA
8N73472 8N73472 28.4
8N73473 8N73473 30.1
8N73473 8N73473 30
8N73474 8N73474 30.2
8N73474 8N73474 29.5
8N73474 8N73474 29.5
8N73474 8N73474 29.4
8N73475 8N73475 32.4
8N73476 8N73476 28.6
8N73477 8N73477 33.8
8N73477 8N73477 NA
8N73478 8N73478 32.4
8N73478 8N73478 NA
8N73479 8N73479 31.7
8N73479 8N73479 NA
8N73480 8N73480 31
8N73480 8N73480 30.3
8N73480 8N73480 31.2
8N73481 8N73481 35.3
8N73481 8N73481 31.1
8N73482 8N73482 30.7
8N73482 8N73482 NA
8N73483 8N73483 30
8N73483 8N73483 30.6
8N73483 8N73483 31
8N73483 8N73483 30.6
8N73483 8N73483 NA
8N73484 8N73484 31.7
8N73484 8N73484 NA
8N73485 8N73485 31
8N73485 8N73485 31.7
8N73485 8N73485 NA
8N73486 8N73486 32.8
8N73487 8N73487 31.1
8N73487 8N73487 NA
8N73488 8N73488 32.3
8N73488 8N73488 32.9
8N73488 8N73488 NA
8N73489 8N73489 31
8N73489 8N73489 30.4
8N73489 8N73489 30.1
8N73490 8N73490 32.4
8N73491 8N73491 31.3
8N73492 8N73492 30.3
8N73492 8N73492 30.2
8N73493 8N73493 27.1
8N73494 8N73494 29.4
8N73495 8N73495 31.7
8N73496 8N73496 32.5
8N73497 8N73497 29
8N73498 8N73498 34.6
8N73498 8N73498 33.1
8N73498 8N73498 32.8
8N73499 8N73499 32.5
8N73500 8N73500 28.4
8N73500 8N73500 30.8
8N73500 8N73500 30.5
8N73501 8N73501 30.6
8N73501 8N73501 28.2
8N73502 8N73502 34.6
8N73502 8N73502 NA
8N73502 8N73502 28.2
8N73503 8N73503 29.4
8N73503 8N73503 NA
8N73504 8N73504 30.3
8N73504 8N73504 NA
8N73504 8N73504 29.9
8N73504 8N73504 27.7
8N73505 8N73505 35.4
8N73505 8N73505 NA
8N73506 8N73506 32.3
8N73506 8N73506 29.4
8N73506 8N73506 33.2
8N73507 8N73507 32.9
8N73507 8N73507 NA
8N73507 8N73507 32
8N73507 8N73507 31.4
8N73508 8N73508 30.6
8N73508 8N73508 29
8N73508 8N73508 NA
8N73508 8N73508 32.3
8N73508 8N73508 30.9
8N73508 8N73508 30.8
8N73508 8N73508 31
8N73508 8N73508 29.6
8N73508 8N73508 29.6
8N73508 8N73508 32
8N73508 8N73508 30
8N73508 8N73508 29
8N73508 8N73508 32.1
8N73509 8N73509 30.4
8N73509 8N73509 NA
8N73509 8N73509 32.4
8N73510 8N73510 31
8N73510 8N73510 NA
8N73510 8N73510 30
8N73511 8N73511 32
8N73511 8N73511 34.1
8N73511 8N73511 30.8
8N73512 8N73512 31.1
8N73512 8N73512 31.1
8N73513 8N73513 30.1
8N73513 8N73513 30
8N73513 8N73513 31.5
8N73514 8N73514 32.6
8N73514 8N73514 34
8N73515 8N73515 28.7
8N73515 8N73515 27.1
8N73515 8N73515 29.4
8N73515 8N73515 30
8N73515 8N73515 29.5
8N73515 8N73515 33.7
8N73515 8N73515 34.4
8N73515 8N73515 30.3
8N73516 8N73516 35.2
8N73519 8N73519 31.8
8N73521 8N73521 34.1
8N73521 8N73521 30.9
8N73524 8N73524 33
8N73524 8N73524 NA
8N73525 8N73525 30.4
8N73525 8N73525 29.8
8N73526 8N73526 27
8N73527 8N73527 29.6
8N73528 8N73528 31.1
8N73529 8N73529 31.5
